latitude,longitude,category,name,safety_score,description
11.035014,76.91071,hospital,Hospital 1015,8,Emergency medical services available nearby.
10.968677,77.027164,night_patrol_point,Night Patrol Point 1016,6,Regular police patrol during night.
11.077086,76.903808,police_station,Police Station 1017,10,Nearby police presence improves safety.
10.997596,76.978626,police_station,Police Station 1018,7,Nearby police presence improves safety.
10.990165,76.886905,community_watch,Community Watch Point 1019,10,Active local community monitoring area.
10.950752,76.928098,isolated_area,Isolated Stretch 1020,1,Low foot traffic; avoid during late hours.
10.962453,77.042971,busy_market,Market Area 1021,5,Crowded area; safe but watch for pickpocketing.
11.012974,76.996262,traffic_risk,Accident Prone Area 1022,2,High accident probability due to traffic conditions.
11.031906,77.042549,crime_hotspot,Reported Incident Zone 1023,4,Area with past reported theft or incidents; caution advised.
11.098006,76.896018,police_station,Police Station 1024,9,Nearby police presence improves safety.
11.046518,77.006881,hospital,Hospital 1025,6,Emergency medical services available nearby.
11.048636,77.022724,hospital,Hospital 1026,8,Emergency medical services available nearby.
11.031025,76.919903,traffic_risk,Accident Prone Area 1027,2,High accident probability due to traffic conditions.
10.961252,76.947019,school_zone,School Zone 1028,7,Frequent pedestrian movement; safer during day.
10.971369,76.886882,police_station,Police Station 1029,9,Nearby police presence improves safety.
10.959104,77.031985,police_station,Police Station 1030,6,Nearby police presence improves safety.
11.023805,76.94486,school_zone,School Zone 1031,10,Frequent pedestrian movement; safer during day.
11.009494,76.93951,night_patrol_point,Night Patrol Point 1032,7,Regular police patrol during night.
11.062311,76.993621,police_station,Police Station 1033,8,Nearby police presence improves safety.
10.985605,77.047881,traffic_risk,Accident Prone Area 1034,4,High accident probability due to traffic conditions.
11.05551,76.877328,night_patrol_point,Night Patrol Point 1035,6,Regular police patrol during night.
10.976612,76.97384,night_patrol_point,Night Patrol Point 1036,7,Regular police patrol during night.
11.096175,77.047996,police_station,Police Station 1037,9,Nearby police presence improves safety.
11.069992,76.924256,busy_market,Market Area 1038,4,Crowded area; safe but watch for pickpocketing.
11.022251,76.86037,busy_market,Market Area 1039,6,Crowded area; safe but watch for pickpocketing.
11.086516,76.959365,crime_hotspot,Reported Incident Zone 1040,2,Area with past reported theft or incidents; caution advised.
10.980222,77.021119,police_station,Police Station 1041,8,Nearby police presence improves safety.
10.968309,76.90406,police_station,Police Station 1042,6,Nearby police presence improves safety.
11.00434,76.966279,school_zone,School Zone 1043,6,Frequent pedestrian movement; safer during day.
10.95276,77.022476,school_zone,School Zone 1044,6,Frequent pedestrian movement; safer during day.
11.05705,77.028908,traffic_risk,Accident Prone Area 1045,4,High accident probability due to traffic conditions.
11.059759,76.996162,police_station,Police Station 1046,7,Nearby police presence improves safety.
11.004242,76.970954,busy_market,Market Area 1047,4,Crowded area; safe but watch for pickpocketing.
10.968686,76.857478,isolated_area,Isolated Stretch 1048,1,Low foot traffic; avoid during late hours.
11.026334,77.04694,busy_market,Market Area 1049,6,Crowded area; safe but watch for pickpocketing.
11.050913,77.029861,isolated_area,Isolated Stretch 1050,2,Low foot traffic; avoid during late hours.
11.061512,76.877451,hospital,Hospital 1051,9,Emergency medical services available nearby.
11.088757,76.851396,school_zone,School Zone 1052,7,Frequent pedestrian movement; safer during day.
11.013144,76.864327,crime_hotspot,Reported Incident Zone 1053,1,Area with past reported theft or incidents; caution advised.
11.092798,76.9005,hospital,Hospital 1054,7,Emergency medical services available nearby.
11.066119,77.046028,traffic_risk,Accident Prone Area 1055,3,High accident probability due to traffic conditions.
11.088218,76.999403,hospital,Hospital 1056,9,Emergency medical services available nearby.
10.969788,76.936363,isolated_area,Isolated Stretch 1057,2,Low foot traffic; avoid during late hours.
11.02455,76.899077,community_watch,Community Watch Point 1058,10,Active local community monitoring area.
11.042054,76.912714,busy_market,Market Area 1059,6,Crowded area; safe but watch for pickpocketing.
11.093506,76.962741,well_lit_area,Well Lit Street 1060,9,Street has good lighting; relatively safer at night.
11.06143,76.93425,community_watch,Community Watch Point 1061,7,Active local community monitoring area.
11.016082,76.945405,traffic_risk,Accident Prone Area 1062,3,High accident probability due to traffic conditions.
11.031325,76.858733,night_patrol_point,Night Patrol Point 1063,9,Regular police patrol during night.
11.040015,77.046377,school_zone,School Zone 1064,6,Frequent pedestrian movement; safer during day.
10.979228,77.036397,crime_hotspot,Reported Incident Zone 1065,3,Area with past reported theft or incidents; caution advised.
11.095835,76.85942,busy_market,Market Area 1066,6,Crowded area; safe but watch for pickpocketing.
11.053884,76.98281,police_station,Police Station 1067,6,Nearby police presence improves safety.
11.030817,76.952977,community_watch,Community Watch Point 1068,8,Active local community monitoring area.
11.065857,77.011716,busy_market,Market Area 1069,6,Crowded area; safe but watch for pickpocketing.
11.04695,76.954061,night_patrol_point,Night Patrol Point 1070,9,Regular police patrol during night.
11.067605,76.952003,traffic_risk,Accident Prone Area 1071,3,High accident probability due to traffic conditions.
11.049458,76.975859,traffic_risk,Accident Prone Area 1072,1,High accident probability due to traffic conditions.
11.009229,77.012403,well_lit_area,Well Lit Street 1073,10,Street has good lighting; relatively safer at night.
11.030634,76.8924,night_patrol_point,Night Patrol Point 1074,9,Regular police patrol during night.
10.958556,76.857047,police_station,Police Station 1075,10,Nearby police presence improves safety.
10.998489,76.897143,community_watch,Community Watch Point 1076,8,Active local community monitoring area.
10.951768,76.981183,school_zone,School Zone 1077,6,Frequent pedestrian movement; safer during day.
10.966554,76.876797,isolated_area,Isolated Stretch 1078,4,Low foot traffic; avoid during late hours.
11.053804,77.017156,hospital,Hospital 1079,9,Emergency medical services available nearby.
10.989127,76.985847,school_zone,School Zone 1080,9,Frequent pedestrian movement; safer during day.
11.033015,77.017356,community_watch,Community Watch Point 1081,9,Active local community monitoring area.
11.053761,76.974472,night_patrol_point,Night Patrol Point 1082,8,Regular police patrol during night.
11.085775,76.973424,busy_market,Market Area 1083,4,Crowded area; safe but watch for pickpocketing.
10.950841,76.973236,school_zone,School Zone 1084,7,Frequent pedestrian movement; safer during day.
11.064829,76.947121,traffic_risk,Accident Prone Area 1085,3,High accident probability due to traffic conditions.
11.033349,76.936332,well_lit_area,Well Lit Street 1086,8,Street has good lighting; relatively safer at night.
11.012355,76.9487,crime_hotspot,Reported Incident Zone 1087,4,Area with past reported theft or incidents; caution advised.
10.958279,76.947049,busy_market,Market Area 1088,5,Crowded area; safe but watch for pickpocketing.
10.983558,76.959289,isolated_area,Isolated Stretch 1089,2,Low foot traffic; avoid during late hours.
10.997308,76.917605,school_zone,School Zone 1090,8,Frequent pedestrian movement; safer during day.
10.962748,76.932663,hospital,Hospital 1091,10,Emergency medical services available nearby.
11.029976,76.908603,police_station,Police Station 1092,8,Nearby police presence improves safety.
11.069734,77.001722,isolated_area,Isolated Stretch 1093,2,Low foot traffic; avoid during late hours.
10.992369,77.009287,busy_market,Market Area 1094,6,Crowded area; safe but watch for pickpocketing.
11.084075,76.893977,busy_market,Market Area 1095,6,Crowded area; safe but watch for pickpocketing.
10.982226,77.025689,crime_hotspot,Reported Incident Zone 1096,4,Area with past reported theft or incidents; caution advised.
11.087758,76.929783,police_station,Police Station 1097,6,Nearby police presence improves safety.
11.000974,76.899833,hospital,Hospital 1098,10,Emergency medical services available nearby.
11.020552,76.853699,traffic_risk,Accident Prone Area 1099,2,High accident probability due to traffic conditions.
11.089425,76.959737,traffic_risk,Accident Prone Area 1100,4,High accident probability due to traffic conditions.
10.981152,76.905238,school_zone,School Zone 1101,10,Frequent pedestrian movement; safer during day.
11.010925,76.982068,police_station,Police Station 1102,8,Nearby police presence improves safety.
11.018013,76.902421,police_station,Police Station 1103,6,Nearby police presence improves safety.
10.96651,76.917368,police_station,Police Station 1104,9,Nearby police presence improves safety.
11.017899,77.023704,busy_market,Market Area 1105,5,Crowded area; safe but watch for pickpocketing.
11.004253,76.951242,school_zone,School Zone 1106,9,Frequent pedestrian movement; safer during day.
10.979348,77.010159,community_watch,Community Watch Point 1107,10,Active local community monitoring area.
11.099221,76.971467,crime_hotspot,Reported Incident Zone 1108,4,Area with past reported theft or incidents; caution advised.
11.049022,76.886432,school_zone,School Zone 1109,7,Frequent pedestrian movement; safer during day.
11.09227,76.913369,busy_market,Market Area 1110,5,Crowded area; safe but watch for pickpocketing.
10.969628,77.049641,community_watch,Community Watch Point 1111,9,Active local community monitoring area.
11.0248,76.983736,busy_market,Market Area 1112,6,Crowded area; safe but watch for pickpocketing.
11.012993,76.933022,school_zone,School Zone 1113,6,Frequent pedestrian movement; safer during day.
10.991932,76.950017,crime_hotspot,Reported Incident Zone 1114,2,Area with past reported theft or incidents; caution advised.
11.082048,76.949817,community_watch,Community Watch Point 1115,6,Active local community monitoring area.
11.020607,76.863827,busy_market,Market Area 1116,5,Crowded area; safe but watch for pickpocketing.
11.070949,76.89845,isolated_area,Isolated Stretch 1117,2,Low foot traffic; avoid during late hours.
10.974209,77.006756,hospital,Hospital 1118,6,Emergency medical services available nearby.
11.014181,76.864414,night_patrol_point,Night Patrol Point 1119,8,Regular police patrol during night.
11.068535,76.917614,isolated_area,Isolated Stretch 1120,4,Low foot traffic; avoid during late hours.
11.057417,76.964999,community_watch,Community Watch Point 1121,6,Active local community monitoring area.
11.018555,76.964747,busy_market,Market Area 1122,6,Crowded area; safe but watch for pickpocketing.
10.952724,76.984463,traffic_risk,Accident Prone Area 1123,1,High accident probability due to traffic conditions.
10.957499,76.998707,traffic_risk,Accident Prone Area 1124,3,High accident probability due to traffic conditions.
11.019495,76.974484,community_watch,Community Watch Point 1125,10,Active local community monitoring area.
11.042477,77.017581,community_watch,Community Watch Point 1126,9,Active local community monitoring area.
11.091215,76.978485,crime_hotspot,Reported Incident Zone 1127,3,Area with past reported theft or incidents; caution advised.
10.99753,76.917321,community_watch,Community Watch Point 1128,6,Active local community monitoring area.
11.083465,76.878714,police_station,Police Station 1129,7,Nearby police presence improves safety.
10.953282,76.988817,busy_market,Market Area 1130,6,Crowded area; safe but watch for pickpocketing.
11.079907,77.048157,community_watch,Community Watch Point 1131,9,Active local community monitoring area.
11.037894,76.899318,community_watch,Community Watch Point 1132,8,Active local community monitoring area.
11.091293,76.871989,isolated_area,Isolated Stretch 1133,2,Low foot traffic; avoid during late hours.
11.051735,76.904755,isolated_area,Isolated Stretch 1134,2,Low foot traffic; avoid during late hours.
10.997232,76.884585,police_station,Police Station 1135,8,Nearby police presence improves safety.
11.082826,76.92519,hospital,Hospital 1136,10,Emergency medical services available nearby.
11.028613,76.934858,community_watch,Community Watch Point 1137,7,Active local community monitoring area.
11.072006,76.855359,school_zone,School Zone 1138,10,Frequent pedestrian movement; safer during day.
11.008585,76.892463,crime_hotspot,Reported Incident Zone 1139,4,Area with past reported theft or incidents; caution advised.
11.088461,77.039126,school_zone,School Zone 1140,10,Frequent pedestrian movement; safer during day.
11.05733,76.888314,night_patrol_point,Night Patrol Point 1141,10,Regular police patrol during night.
10.989423,77.022602,hospital,Hospital 1142,8,Emergency medical services available nearby.
11.051848,76.995073,isolated_area,Isolated Stretch 1143,2,Low foot traffic; avoid during late hours.
11.027267,76.966335,crime_hotspot,Reported Incident Zone 1144,2,Area with past reported theft or incidents; caution advised.
11.062068,77.014472,busy_market,Market Area 1145,5,Crowded area; safe but watch for pickpocketing.
11.02314,76.933245,well_lit_area,Well Lit Street 1146,9,Street has good lighting; relatively safer at night.
10.967083,76.913389,traffic_risk,Accident Prone Area 1147,1,High accident probability due to traffic conditions.
11.051549,76.995097,community_watch,Community Watch Point 1148,8,Active local community monitoring area.
11.082432,76.850582,well_lit_area,Well Lit Street 1149,7,Street has good lighting; relatively safer at night.
11.097225,76.89836,hospital,Hospital 1150,9,Emergency medical services available nearby.
11.02738,76.904766,well_lit_area,Well Lit Street 1151,8,Street has good lighting; relatively safer at night.
10.958008,77.040069,isolated_area,Isolated Stretch 1152,1,Low foot traffic; avoid during late hours.
11.019765,77.018712,community_watch,Community Watch Point 1153,10,Active local community monitoring area.
10.954974,76.958868,police_station,Police Station 1154,7,Nearby police presence improves safety.
11.008261,76.959239,night_patrol_point,Night Patrol Point 1155,8,Regular police patrol during night.
10.953515,76.884615,well_lit_area,Well Lit Street 1156,7,Street has good lighting; relatively safer at night.
10.966483,76.853167,busy_market,Market Area 1157,6,Crowded area; safe but watch for pickpocketing.
11.073493,76.951887,well_lit_area,Well Lit Street 1158,9,Street has good lighting; relatively safer at night.
11.066749,76.97976,school_zone,School Zone 1159,9,Frequent pedestrian movement; safer during day.
11.015633,76.984547,community_watch,Community Watch Point 1160,9,Active local community monitoring area.
11.08603,76.936749,isolated_area,Isolated Stretch 1161,3,Low foot traffic; avoid during late hours.
11.086469,77.006906,night_patrol_point,Night Patrol Point 1162,9,Regular police patrol during night.
11.015086,76.852929,crime_hotspot,Reported Incident Zone 1163,1,Area with past reported theft or incidents; caution advised.
11.047985,76.937902,traffic_risk,Accident Prone Area 1164,1,High accident probability due to traffic conditions.
11.080895,76.999987,community_watch,Community Watch Point 1165,10,Active local community monitoring area.
11.029821,76.877246,community_watch,Community Watch Point 1166,8,Active local community monitoring area.
10.959223,76.932306,night_patrol_point,Night Patrol Point 1167,10,Regular police patrol during night.
11.059126,76.85624,traffic_risk,Accident Prone Area 1168,4,High accident probability due to traffic conditions.
11.041824,76.863915,isolated_area,Isolated Stretch 1169,2,Low foot traffic; avoid during late hours.
11.015711,76.997639,busy_market,Market Area 1170,5,Crowded area; safe but watch for pickpocketing.
11.068209,76.928949,traffic_risk,Accident Prone Area 1171,4,High accident probability due to traffic conditions.
10.999217,76.931507,school_zone,School Zone 1172,6,Frequent pedestrian movement; safer during day.
11.004688,77.029738,isolated_area,Isolated Stretch 1173,4,Low foot traffic; avoid during late hours.
11.010179,76.949214,school_zone,School Zone 1174,7,Frequent pedestrian movement; safer during day.
10.974969,77.034863,hospital,Hospital 1175,8,Emergency medical services available nearby.
11.069958,77.033876,busy_market,Market Area 1176,5,Crowded area; safe but watch for pickpocketing.
11.00916,76.997109,police_station,Police Station 1177,9,Nearby police presence improves safety.
10.96021,77.009244,isolated_area,Isolated Stretch 1178,1,Low foot traffic; avoid during late hours.
11.068814,76.94365,busy_market,Market Area 1179,6,Crowded area; safe but watch for pickpocketing.
11.002592,76.969488,school_zone,School Zone 1180,7,Frequent pedestrian movement; safer during day.
10.963327,76.94249,traffic_risk,Accident Prone Area 1181,1,High accident probability due to traffic conditions.
10.967727,76.922439,night_patrol_point,Night Patrol Point 1182,10,Regular police patrol during night.
11.064213,76.890445,school_zone,School Zone 1183,7,Frequent pedestrian movement; safer during day.
11.05964,77.02821,crime_hotspot,Reported Incident Zone 1184,2,Area with past reported theft or incidents; caution advised.
10.98355,76.861479,community_watch,Community Watch Point 1185,9,Active local community monitoring area.
10.973926,76.881745,hospital,Hospital 1186,9,Emergency medical services available nearby.
11.05735,76.851526,well_lit_area,Well Lit Street 1187,8,Street has good lighting; relatively safer at night.
10.950416,77.028969,well_lit_area,Well Lit Street 1188,8,Street has good lighting; relatively safer at night.
11.056941,77.027343,school_zone,School Zone 1189,7,Frequent pedestrian movement; safer during day.
11.072571,76.951709,well_lit_area,Well Lit Street 1190,6,Street has good lighting; relatively safer at night.
10.993048,77.015438,busy_market,Market Area 1191,6,Crowded area; safe but watch for pickpocketing.
11.006422,76.851534,hospital,Hospital 1192,8,Emergency medical services available nearby.
10.957152,77.038361,hospital,Hospital 1193,10,Emergency medical services available nearby.
10.987583,76.956562,police_station,Police Station 1194,6,Nearby police presence improves safety.
11.002026,76.970414,well_lit_area,Well Lit Street 1195,6,Street has good lighting; relatively safer at night.
11.054877,76.944756,traffic_risk,Accident Prone Area 1196,1,High accident probability due to traffic conditions.
11.021106,76.975104,police_station,Police Station 1197,9,Nearby police presence improves safety.
11.060639,76.907701,traffic_risk,Accident Prone Area 1198,4,High accident probability due to traffic conditions.
10.96721,76.896544,well_lit_area,Well Lit Street 1199,10,Street has good lighting; relatively safer at night.
10.999866,76.910935,hospital,Hospital 1200,8,Emergency medical services available nearby.
10.983919,76.97278,night_patrol_point,Night Patrol Point 1201,10,Regular police patrol during night.
10.970049,77.017407,busy_market,Market Area 1202,4,Crowded area; safe but watch for pickpocketing.
11.021794,77.038579,night_patrol_point,Night Patrol Point 1203,10,Regular police patrol during night.
11.026659,76.879834,well_lit_area,Well Lit Street 1204,8,Street has good lighting; relatively safer at night.
11.058546,76.928552,police_station,Police Station 1205,8,Nearby police presence improves safety.
11.07917,77.035575,traffic_risk,Accident Prone Area 1206,1,High accident probability due to traffic conditions.
10.971833,76.947161,night_patrol_point,Night Patrol Point 1207,6,Regular police patrol during night.
10.980941,77.021014,night_patrol_point,Night Patrol Point 1208,6,Regular police patrol during night.
11.02099,76.923804,well_lit_area,Well Lit Street 1209,9,Street has good lighting; relatively safer at night.
10.982463,76.873273,police_station,Police Station 1210,9,Nearby police presence improves safety.
11.034954,76.882838,night_patrol_point,Night Patrol Point 1211,6,Regular police patrol during night.
11.000399,76.895976,hospital,Hospital 1212,7,Emergency medical services available nearby.
10.964453,76.878118,night_patrol_point,Night Patrol Point 1213,8,Regular police patrol during night.
11.083432,76.872673,well_lit_area,Well Lit Street 1214,9,Street has good lighting; relatively safer at night.
10.977175,76.949097,hospital,Hospital 1215,7,Emergency medical services available nearby.
11.07928,76.982067,busy_market,Market Area 1216,5,Crowded area; safe but watch for pickpocketing.
11.029519,76.885568,hospital,Hospital 1217,7,Emergency medical services available nearby.
10.976933,76.936456,community_watch,Community Watch Point 1218,10,Active local community monitoring area.
11.011386,76.946694,crime_hotspot,Reported Incident Zone 1219,3,Area with past reported theft or incidents; caution advised.
10.964961,76.952634,well_lit_area,Well Lit Street 1220,8,Street has good lighting; relatively safer at night.
11.096228,76.989336,school_zone,School Zone 1221,7,Frequent pedestrian movement; safer during day.
11.085646,76.986344,crime_hotspot,Reported Incident Zone 1222,2,Area with past reported theft or incidents; caution advised.
11.024968,76.931461,well_lit_area,Well Lit Street 1223,7,Street has good lighting; relatively safer at night.
11.027818,76.960837,school_zone,School Zone 1224,8,Frequent pedestrian movement; safer during day.
11.035498,77.028109,school_zone,School Zone 1225,7,Frequent pedestrian movement; safer during day.
11.04293,76.97531,busy_market,Market Area 1226,6,Crowded area; safe but watch for pickpocketing.
10.982165,77.026519,night_patrol_point,Night Patrol Point 1227,9,Regular police patrol during night.
11.060849,76.949529,night_patrol_point,Night Patrol Point 1228,8,Regular police patrol during night.
11.095336,77.0017,night_patrol_point,Night Patrol Point 1229,9,Regular police patrol during night.
11.016766,76.996864,school_zone,School Zone 1230,7,Frequent pedestrian movement; safer during day.
10.964942,76.953101,night_patrol_point,Night Patrol Point 1231,9,Regular police patrol during night.
11.015968,76.986181,crime_hotspot,Reported Incident Zone 1232,2,Area with past reported theft or incidents; caution advised.
11.029872,76.91355,school_zone,School Zone 1233,8,Frequent pedestrian movement; safer during day.
11.082392,76.856027,school_zone,School Zone 1234,8,Frequent pedestrian movement; safer during day.
10.998274,76.931822,isolated_area,Isolated Stretch 1235,2,Low foot traffic; avoid during late hours.
11.066225,76.97814,traffic_risk,Accident Prone Area 1236,1,High accident probability due to traffic conditions.
11.011749,76.865512,school_zone,School Zone 1237,8,Frequent pedestrian movement; safer during day.
11.068847,76.953057,well_lit_area,Well Lit Street 1238,6,Street has good lighting; relatively safer at night.
11.053301,76.920226,school_zone,School Zone 1239,7,Frequent pedestrian movement; safer during day.
11.029856,76.975437,well_lit_area,Well Lit Street 1240,9,Street has good lighting; relatively safer at night.
11.098277,76.991047,isolated_area,Isolated Stretch 1241,1,Low foot traffic; avoid during late hours.
11.046325,76.982418,busy_market,Market Area 1242,6,Crowded area; safe but watch for pickpocketing.
10.983153,76.946536,school_zone,School Zone 1243,6,Frequent pedestrian movement; safer during day.
10.99277,76.945111,traffic_risk,Accident Prone Area 1244,3,High accident probability due to traffic conditions.
11.06666,76.913799,hospital,Hospital 1245,6,Emergency medical services available nearby.
11.091993,76.902268,police_station,Police Station 1246,8,Nearby police presence improves safety.
11.023734,76.944945,crime_hotspot,Reported Incident Zone 1247,2,Area with past reported theft or incidents; caution advised.
10.963135,76.852875,hospital,Hospital 1248,9,Emergency medical services available nearby.
11.043198,76.879582,hospital,Hospital 1249,9,Emergency medical services available nearby.
11.012101,76.870253,traffic_risk,Accident Prone Area 1250,4,High accident probability due to traffic conditions.
11.023564,76.923396,isolated_area,Isolated Stretch 1251,4,Low foot traffic; avoid during late hours.
11.082601,76.908982,hospital,Hospital 1252,9,Emergency medical services available nearby.
10.970809,76.858512,well_lit_area,Well Lit Street 1253,9,Street has good lighting; relatively safer at night.
10.972198,77.018257,crime_hotspot,Reported Incident Zone 1254,2,Area with past reported theft or incidents; caution advised.
11.008921,77.041845,night_patrol_point,Night Patrol Point 1255,9,Regular police patrol during night.
11.047114,76.957253,night_patrol_point,Night Patrol Point 1256,6,Regular police patrol during night.
11.076722,76.86812,busy_market,Market Area 1257,6,Crowded area; safe but watch for pickpocketing.
11.04121,76.988384,busy_market,Market Area 1258,4,Crowded area; safe but watch for pickpocketing.
11.056667,77.042088,well_lit_area,Well Lit Street 1259,9,Street has good lighting; relatively safer at night.
11.000403,76.927777,police_station,Police Station 1260,10,Nearby police presence improves safety.
10.977056,76.854766,busy_market,Market Area 1261,4,Crowded area; safe but watch for pickpocketing.
10.985226,77.034094,busy_market,Market Area 1262,6,Crowded area; safe but watch for pickpocketing.
11.078987,76.875108,hospital,Hospital 1263,8,Emergency medical services available nearby.
11.004498,76.990528,busy_market,Market Area 1264,5,Crowded area; safe but watch for pickpocketing.
10.981264,76.954972,police_station,Police Station 1265,10,Nearby police presence improves safety.
11.021019,76.888655,isolated_area,Isolated Stretch 1266,3,Low foot traffic; avoid during late hours.
10.995382,77.013121,community_watch,Community Watch Point 1267,6,Active local community monitoring area.
10.962343,77.043471,night_patrol_point,Night Patrol Point 1268,7,Regular police patrol during night.
11.046721,76.89528,police_station,Police Station 1269,10,Nearby police presence improves safety.
11.013205,76.856929,police_station,Police Station 1270,7,Nearby police presence improves safety.
11.002492,76.921815,police_station,Police Station 1271,6,Nearby police presence improves safety.
11.077522,76.962014,busy_market,Market Area 1272,4,Crowded area; safe but watch for pickpocketing.
11.009475,76.964571,police_station,Police Station 1273,7,Nearby police presence improves safety.
10.961343,77.017309,school_zone,School Zone 1274,8,Frequent pedestrian movement; safer during day.
10.961201,76.984542,community_watch,Community Watch Point 1275,8,Active local community monitoring area.
11.068994,76.971824,busy_market,Market Area 1276,4,Crowded area; safe but watch for pickpocketing.
11.093457,76.873792,busy_market,Market Area 1277,6,Crowded area; safe but watch for pickpocketing.
11.035006,76.96305,busy_market,Market Area 1278,5,Crowded area; safe but watch for pickpocketing.
11.067346,77.046478,community_watch,Community Watch Point 1279,10,Active local community monitoring area.
11.074883,76.936843,isolated_area,Isolated Stretch 1280,4,Low foot traffic; avoid during late hours.
11.091612,76.984232,isolated_area,Isolated Stretch 1281,3,Low foot traffic; avoid during late hours.
11.03293,76.867787,well_lit_area,Well Lit Street 1282,10,Street has good lighting; relatively safer at night.
11.048596,76.975943,community_watch,Community Watch Point 1283,9,Active local community monitoring area.
11.014563,76.867971,busy_market,Market Area 1284,6,Crowded area; safe but watch for pickpocketing.
10.976236,76.854273,crime_hotspot,Reported Incident Zone 1285,2,Area with past reported theft or incidents; caution advised.
11.073459,77.014157,isolated_area,Isolated Stretch 1286,2,Low foot traffic; avoid during late hours.
11.082541,76.850167,crime_hotspot,Reported Incident Zone 1287,3,Area with past reported theft or incidents; caution advised.
11.017787,77.02232,isolated_area,Isolated Stretch 1288,2,Low foot traffic; avoid during late hours.
11.07613,76.974117,school_zone,School Zone 1289,7,Frequent pedestrian movement; safer during day.
11.067233,76.883814,night_patrol_point,Night Patrol Point 1290,9,Regular police patrol during night.
10.968233,76.885826,school_zone,School Zone 1291,9,Frequent pedestrian movement; safer during day.
11.015532,76.973007,traffic_risk,Accident Prone Area 1292,4,High accident probability due to traffic conditions.
10.969958,76.978268,community_watch,Community Watch Point 1293,7,Active local community monitoring area.
10.959056,76.862904,hospital,Hospital 1294,7,Emergency medical services available nearby.
11.058382,76.93597,night_patrol_point,Night Patrol Point 1295,9,Regular police patrol during night.
11.01018,76.92994,isolated_area,Isolated Stretch 1296,2,Low foot traffic; avoid during late hours.
10.952723,77.035251,busy_market,Market Area 1297,4,Crowded area; safe but watch for pickpocketing.
11.038557,76.908777,well_lit_area,Well Lit Street 1298,9,Street has good lighting; relatively safer at night.
10.953344,77.048939,hospital,Hospital 1299,6,Emergency medical services available nearby.
10.966487,76.9677,community_watch,Community Watch Point 1300,10,Active local community monitoring area.
10.972358,76.868754,crime_hotspot,Reported Incident Zone 1301,3,Area with past reported theft or incidents; caution advised.
10.987317,76.929964,community_watch,Community Watch Point 1302,6,Active local community monitoring area.
10.995178,76.929638,police_station,Police Station 1303,7,Nearby police presence improves safety.
11.069617,76.859113,isolated_area,Isolated Stretch 1304,1,Low foot traffic; avoid during late hours.
10.972006,76.887947,crime_hotspot,Reported Incident Zone 1305,1,Area with past reported theft or incidents; caution advised.
10.987066,77.031685,crime_hotspot,Reported Incident Zone 1306,2,Area with past reported theft or incidents; caution advised.
11.094722,76.987781,traffic_risk,Accident Prone Area 1307,4,High accident probability due to traffic conditions.
10.98352,76.892593,school_zone,School Zone 1308,6,Frequent pedestrian movement; safer during day.
11.045794,76.983268,crime_hotspot,Reported Incident Zone 1309,3,Area with past reported theft or incidents; caution advised.
11.085684,77.025386,night_patrol_point,Night Patrol Point 1310,8,Regular police patrol during night.
11.035282,76.925369,isolated_area,Isolated Stretch 1311,4,Low foot traffic; avoid during late hours.
11.01554,76.87324,crime_hotspot,Reported Incident Zone 1312,1,Area with past reported theft or incidents; caution advised.
11.095069,77.003273,police_station,Police Station 1313,7,Nearby police presence improves safety.
11.02591,77.016324,crime_hotspot,Reported Incident Zone 1314,1,Area with past reported theft or incidents; caution advised.
11.016449,76.860563,busy_market,Market Area 1315,6,Crowded area; safe but watch for pickpocketing.
11.083819,76.903271,well_lit_area,Well Lit Street 1316,10,Street has good lighting; relatively safer at night.
11.040716,77.040776,night_patrol_point,Night Patrol Point 1317,8,Regular police patrol during night.
10.977055,77.020669,school_zone,School Zone 1318,7,Frequent pedestrian movement; safer during day.
11.005525,76.879848,police_station,Police Station 1319,7,Nearby police presence improves safety.
10.993783,76.859049,well_lit_area,Well Lit Street 1320,9,Street has good lighting; relatively safer at night.
11.034556,76.937648,crime_hotspot,Reported Incident Zone 1321,1,Area with past reported theft or incidents; caution advised.
10.980468,76.908805,well_lit_area,Well Lit Street 1322,7,Street has good lighting; relatively safer at night.
11.088642,76.988768,isolated_area,Isolated Stretch 1323,2,Low foot traffic; avoid during late hours.
10.994465,76.972267,hospital,Hospital 1324,8,Emergency medical services available nearby.
11.092533,77.003886,school_zone,School Zone 1325,8,Frequent pedestrian movement; safer during day.
11.013065,76.968785,crime_hotspot,Reported Incident Zone 1326,1,Area with past reported theft or incidents; caution advised.
10.989125,76.978302,busy_market,Market Area 1327,5,Crowded area; safe but watch for pickpocketing.
11.049527,76.86798,traffic_risk,Accident Prone Area 1328,1,High accident probability due to traffic conditions.
11.019223,76.856915,police_station,Police Station 1329,7,Nearby police presence improves safety.
11.084916,76.988195,hospital,Hospital 1330,10,Emergency medical services available nearby.
10.983728,77.042486,night_patrol_point,Night Patrol Point 1331,9,Regular police patrol during night.
11.002235,76.99895,police_station,Police Station 1332,8,Nearby police presence improves safety.
10.976317,77.019645,crime_hotspot,Reported Incident Zone 1333,2,Area with past reported theft or incidents; caution advised.
10.967359,76.852399,traffic_risk,Accident Prone Area 1334,1,High accident probability due to traffic conditions.
11.015529,77.016922,isolated_area,Isolated Stretch 1335,3,Low foot traffic; avoid during late hours.
