id,category,latitude,longitude,safety_score,geom
808,theft_burglary,13.046719,80.282546,-40,POINT(80.282546 13.046719)
809,street_light,12.981679,80.193056,20,POINT(80.193056 12.981679)
810,police_station,13.060999,80.246934,100,POINT(80.246934 13.060999)
811,transit_stop,12.942336,80.222835,10,POINT(80.222835 12.942336)
812,street_light,13.001456,80.24558,20,POINT(80.24558 13.001456)
813,dark_alley,13.144872,80.30285,-20,POINT(80.30285 13.144872)
814,store_24h,13.057384,80.179093,30,POINT(80.179093 13.057384)
815,transit_stop,12.90035,80.247369,10,POINT(80.247369 12.90035)
816,theft_burglary,13.115798,80.215352,-40,POINT(80.215352 13.115798)
817,store_24h,13.098849,80.204487,30,POINT(80.204487 13.098849)
818,street_light,12.931069,80.175248,20,POINT(80.175248 12.931069)
819,street_light,12.913566,80.237612,20,POINT(80.237612 12.913566)
820,dark_alley,13.036451,80.225413,-20,POINT(80.225413 13.036451)
821,theft_burglary,13.085965,80.258494,-40,POINT(80.258494 13.085965)
822,theft_burglary,13.033228,80.184157,-40,POINT(80.184157 13.033228)
823,transit_stop,12.965866,80.229608,10,POINT(80.229608 12.965866)
824,transit_stop,12.941019,80.287674,10,POINT(80.287674 12.941019)
825,hospital_clinic,13.047002,80.218929,50,POINT(80.218929 13.047002)
826,police_station,13.099625,80.292698,100,POINT(80.292698 13.099625)
827,transit_stop,12.927728,80.205982,10,POINT(80.205982 12.927728)
828,store_24h,12.931833,80.215486,30,POINT(80.215486 12.931833)
829,hotspot,13.138119,80.275641,-60,POINT(80.275641 13.138119)
830,street_light,12.93353,80.19612,20,POINT(80.19612 12.93353)
831,street_light,12.947011,80.208319,20,POINT(80.208319 12.947011)
832,hospital_clinic,13.016376,80.193925,50,POINT(80.193925 13.016376)
833,hospital_clinic,13.033829,80.192842,50,POINT(80.192842 13.033829)
834,hotspot,13.02323,80.238775,-60,POINT(80.238775 13.02323)
835,dark_alley,13.141293,80.254864,-20,POINT(80.254864 13.141293)
836,assault_robbery,13.128383,80.291146,-100,POINT(80.291146 13.128383)
837,hospital_clinic,13.146253,80.202901,50,POINT(80.202901 13.146253)
838,street_light,12.984493,80.304187,20,POINT(80.304187 12.984493)
839,store_24h,12.969289,80.309443,30,POINT(80.309443 12.969289)
840,store_24h,13.133264,80.278775,30,POINT(80.278775 13.133264)
841,street_light,12.911365,80.182579,20,POINT(80.182579 12.911365)
842,street_light,13.113371,80.170155,20,POINT(80.170155 13.113371)
843,street_light,12.913166,80.261445,20,POINT(80.261445 12.913166)
844,assault_robbery,13.085053,80.224944,-100,POINT(80.224944 13.085053)
845,hospital_clinic,12.98865,80.280259,50,POINT(80.280259 12.98865)
846,transit_stop,13.135154,80.189249,10,POINT(80.189249 13.135154)
847,police_station,13.102135,80.215862,100,POINT(80.215862 13.102135)
848,transit_stop,13.037742,80.214033,10,POINT(80.214033 13.037742)
849,street_light,13.034037,80.303757,20,POINT(80.303757 13.034037)
850,transit_stop,13.007328,80.252734,10,POINT(80.252734 13.007328)
851,street_light,12.920508,80.289074,20,POINT(80.289074 12.920508)
852,theft_burglary,12.996042,80.210876,-40,POINT(80.210876 12.996042)
853,street_light,12.949746,80.276393,20,POINT(80.276393 12.949746)
854,police_station,13.049599,80.288505,100,POINT(80.288505 13.049599)
855,theft_burglary,12.954266,80.289736,-40,POINT(80.289736 12.954266)
856,transit_stop,12.988374,80.262802,10,POINT(80.262802 12.988374)
857,street_light,12.931053,80.283516,20,POINT(80.283516 12.931053)
858,transit_stop,12.99166,80.288905,10,POINT(80.288905 12.99166)
859,transit_stop,13.083749,80.290526,10,POINT(80.290526 13.083749)
860,street_light,12.921463,80.199278,20,POINT(80.199278 12.921463)
861,street_light,13.015558,80.263528,20,POINT(80.263528 13.015558)
862,hospital_clinic,13.039298,80.219787,50,POINT(80.219787 13.039298)
863,store_24h,12.938216,80.176973,30,POINT(80.176973 12.938216)
864,assault_robbery,12.981325,80.176958,-100,POINT(80.176958 12.981325)
865,theft_burglary,12.905243,80.186562,-40,POINT(80.186562 12.905243)
866,dark_alley,12.931424,80.283897,-20,POINT(80.283897 12.931424)
867,street_light,12.964786,80.182835,20,POINT(80.182835 12.964786)
868,theft_burglary,12.954259,80.196552,-40,POINT(80.196552 12.954259)
869,transit_stop,13.066686,80.231584,10,POINT(80.231584 13.066686)
870,dark_alley,13.015872,80.292668,-20,POINT(80.292668 13.015872)
871,street_light,12.989162,80.179627,20,POINT(80.179627 12.989162)
872,transit_stop,12.991167,80.254438,10,POINT(80.254438 12.991167)
873,street_light,12.966288,80.288637,20,POINT(80.288637 12.966288)
874,store_24h,13.045217,80.189398,30,POINT(80.189398 13.045217)
875,hospital_clinic,12.902384,80.216294,50,POINT(80.216294 12.902384)
876,street_light,13.07936,80.304284,20,POINT(80.304284 13.07936)
877,transit_stop,12.956906,80.174149,10,POINT(80.174149 12.956906)
878,theft_burglary,13.080869,80.203232,-40,POINT(80.203232 13.080869)
879,dark_alley,13.042175,80.210643,-20,POINT(80.210643 13.042175)
880,street_light,13.055659,80.188671,20,POINT(80.188671 13.055659)
881,assault_robbery,12.945268,80.308529,-100,POINT(80.308529 12.945268)
882,street_light,13.107997,80.261536,20,POINT(80.261536 13.107997)
883,street_light,13.08665,80.257656,20,POINT(80.257656 13.08665)
884,theft_burglary,13.051504,80.197448,-40,POINT(80.197448 13.051504)
885,store_24h,12.932608,80.194864,30,POINT(80.194864 12.932608)
886,street_light,12.994023,80.206507,20,POINT(80.206507 12.994023)
887,street_light,13.019715,80.211127,20,POINT(80.211127 13.019715)
888,street_light,13.03605,80.196352,20,POINT(80.196352 13.03605)
889,street_light,13.12815,80.296401,20,POINT(80.296401 13.12815)
890,store_24h,13.023899,80.280555,30,POINT(80.280555 13.023899)
891,street_light,12.96463,80.183472,20,POINT(80.183472 12.96463)
892,dark_alley,12.900436,80.218104,-20,POINT(80.218104 12.900436)
893,transit_stop,12.928438,80.20334,10,POINT(80.20334 12.928438)
894,street_light,13.079673,80.202228,20,POINT(80.202228 13.079673)
895,dark_alley,13.081085,80.307124,-20,POINT(80.307124 13.081085)
896,dark_alley,12.965743,80.282113,-20,POINT(80.282113 12.965743)
897,street_light,13.003216,80.265094,20,POINT(80.265094 13.003216)
898,police_station,12.974386,80.217885,100,POINT(80.217885 12.974386)
899,transit_stop,12.914634,80.282468,10,POINT(80.282468 12.914634)
900,street_light,13.052936,80.250165,20,POINT(80.250165 13.052936)
901,street_light,13.034715,80.296441,20,POINT(80.296441 13.034715)
902,street_light,13.109773,80.253105,20,POINT(80.253105 13.109773)
903,dark_alley,13.140996,80.237632,-20,POINT(80.237632 13.140996)
904,store_24h,13.067956,80.302575,30,POINT(80.302575 13.067956)
905,dark_alley,12.933075,80.285198,-20,POINT(80.285198 12.933075)
906,dark_alley,13.102443,80.241722,-20,POINT(80.241722 13.102443)
907,store_24h,13.093956,80.208094,30,POINT(80.208094 13.093956)
908,hotspot,13.043828,80.247726,-60,POINT(80.247726 13.043828)
909,street_light,13.108501,80.170569,20,POINT(80.170569 13.108501)
910,street_light,12.971008,80.307361,20,POINT(80.307361 12.971008)
911,transit_stop,12.902641,80.295151,10,POINT(80.295151 12.902641)
912,transit_stop,12.964781,80.303889,10,POINT(80.303889 12.964781)
913,dark_alley,12.938238,80.189438,-20,POINT(80.189438 12.938238)
914,police_station,13.062124,80.259476,100,POINT(80.259476 13.062124)
915,theft_burglary,12.912164,80.293496,-40,POINT(80.293496 12.912164)
916,store_24h,13.080927,80.212261,30,POINT(80.212261 13.080927)
917,street_light,13.008228,80.276489,20,POINT(80.276489 13.008228)
918,street_light,13.031852,80.170081,20,POINT(80.170081 13.031852)
919,transit_stop,13.131302,80.26093,10,POINT(80.26093 13.131302)
920,dark_alley,12.992287,80.304453,-20,POINT(80.304453 12.992287)
921,store_24h,12.952174,80.204561,30,POINT(80.204561 12.952174)
922,theft_burglary,13.061585,80.173286,-40,POINT(80.173286 13.061585)
923,hospital_clinic,12.909572,80.304695,50,POINT(80.304695 12.909572)
924,store_24h,13.0863,80.189348,30,POINT(80.189348 13.0863)
925,dark_alley,13.022695,80.171064,-20,POINT(80.171064 13.022695)
926,hospital_clinic,12.90892,80.304593,50,POINT(80.304593 12.90892)
927,transit_stop,13.046667,80.273954,10,POINT(80.273954 13.046667)
928,store_24h,12.962854,80.23411,30,POINT(80.23411 12.962854)
929,theft_burglary,12.908192,80.271456,-40,POINT(80.271456 12.908192)
930,hotspot,13.067505,80.241773,-60,POINT(80.241773 13.067505)
931,hospital_clinic,13.149657,80.232265,50,POINT(80.232265 13.149657)
932,theft_burglary,13.110067,80.170109,-40,POINT(80.170109 13.110067)
933,transit_stop,12.946081,80.241373,10,POINT(80.241373 12.946081)
934,transit_stop,13.007297,80.26387,10,POINT(80.26387 13.007297)
935,police_station,13.006298,80.247212,100,POINT(80.247212 13.006298)
936,hospital_clinic,12.934572,80.276143,50,POINT(80.276143 12.934572)
937,assault_robbery,13.038876,80.266272,-100,POINT(80.266272 13.038876)
938,theft_burglary,13.037916,80.29993,-40,POINT(80.29993 13.037916)
939,street_light,13.088458,80.294315,20,POINT(80.294315 13.088458)
940,hotspot,12.903681,80.194687,-60,POINT(80.194687 12.903681)
941,street_light,12.984076,80.192519,20,POINT(80.192519 12.984076)
942,store_24h,13.054478,80.283703,30,POINT(80.283703 13.054478)
943,hospital_clinic,13.048435,80.170043,50,POINT(80.170043 13.048435)
944,dark_alley,13.010216,80.268834,-20,POINT(80.268834 13.010216)
945,theft_burglary,13.051463,80.256436,-40,POINT(80.256436 13.051463)
946,street_light,13.068622,80.281801,20,POINT(80.281801 13.068622)
947,street_light,13.101601,80.177424,20,POINT(80.177424 13.101601)
948,street_light,12.97055,80.267671,20,POINT(80.267671 12.97055)
949,street_light,13.148025,80.170532,20,POINT(80.170532 13.148025)
950,assault_robbery,12.948658,80.249615,-100,POINT(80.249615 12.948658)
951,dark_alley,13.044609,80.202678,-20,POINT(80.202678 13.044609)
952,dark_alley,12.962134,80.240147,-20,POINT(80.240147 12.962134)
953,dark_alley,13.143106,80.292338,-20,POINT(80.292338 13.143106)
954,street_light,12.962262,80.280082,20,POINT(80.280082 12.962262)
955,store_24h,13.088488,80.256832,30,POINT(80.256832 13.088488)
956,dark_alley,12.966794,80.195428,-20,POINT(80.195428 12.966794)
957,transit_stop,13.125859,80.188408,10,POINT(80.188408 13.125859)
958,theft_burglary,12.960641,80.254758,-40,POINT(80.254758 12.960641)
959,store_24h,12.984595,80.180406,30,POINT(80.180406 12.984595)
960,transit_stop,13.105792,80.282381,10,POINT(80.282381 13.105792)
961,street_light,13.0686,80.289956,20,POINT(80.289956 13.0686)
962,police_station,13.047625,80.229478,100,POINT(80.229478 13.047625)
963,hotspot,13.035277,80.257221,-60,POINT(80.257221 13.035277)
964,transit_stop,13.002481,80.200908,10,POINT(80.200908 13.002481)
965,theft_burglary,12.999185,80.253211,-40,POINT(80.253211 12.999185)
966,hospital_clinic,13.032463,80.267374,50,POINT(80.267374 13.032463)
967,dark_alley,13.077399,80.239718,-20,POINT(80.239718 13.077399)
968,assault_robbery,13.119762,80.240237,-100,POINT(80.240237 13.119762)
969,theft_burglary,12.94475,80.272938,-40,POINT(80.272938 12.94475)
970,assault_robbery,13.021978,80.287934,-100,POINT(80.287934 13.021978)
971,police_station,13.104333,80.267858,100,POINT(80.267858 13.104333)
972,street_light,13.122071,80.206105,20,POINT(80.206105 13.122071)
973,theft_burglary,13.018546,80.203637,-40,POINT(80.203637 13.018546)
974,transit_stop,13.146949,80.236206,10,POINT(80.236206 13.146949)
975,theft_burglary,13.122016,80.303135,-40,POINT(80.303135 13.122016)
976,store_24h,13.14669,80.204108,30,POINT(80.204108 13.14669)
977,transit_stop,13.036059,80.231126,10,POINT(80.231126 13.036059)
978,hospital_clinic,13.143802,80.215683,50,POINT(80.215683 13.143802)
979,transit_stop,13.137089,80.202708,10,POINT(80.202708 13.137089)
980,hotspot,13.037947,80.306216,-60,POINT(80.306216 13.037947)
981,dark_alley,13.048844,80.215066,-20,POINT(80.215066 13.048844)
982,transit_stop,12.91502,80.20399,10,POINT(80.20399 12.91502)
983,street_light,12.92706,80.199236,20,POINT(80.199236 12.92706)
984,store_24h,13.005509,80.304622,30,POINT(80.304622 13.005509)
985,transit_stop,12.978689,80.244689,10,POINT(80.244689 12.978689)
986,store_24h,12.909753,80.224466,30,POINT(80.224466 12.909753)
987,transit_stop,13.135371,80.223242,10,POINT(80.223242 13.135371)
988,dark_alley,13.094644,80.219457,-20,POINT(80.219457 13.094644)
989,assault_robbery,13.024913,80.265227,-100,POINT(80.265227 13.024913)
990,transit_stop,13.091048,80.301268,10,POINT(80.301268 13.091048)
991,store_24h,13.120565,80.286692,30,POINT(80.286692 13.120565)
992,hospital_clinic,13.034671,80.263441,50,POINT(80.263441 13.034671)
993,store_24h,12.933464,80.249192,30,POINT(80.249192 12.933464)
994,store_24h,13.110097,80.244377,30,POINT(80.244377 13.110097)
995,street_light,13.149595,80.267663,20,POINT(80.267663 13.149595)
996,street_light,13.086643,80.280933,20,POINT(80.280933 13.086643)
997,store_24h,13.085788,80.19605,30,POINT(80.19605 13.085788)
998,street_light,13.005687,80.203547,20,POINT(80.203547 13.005687)
999,store_24h,13.101102,80.173091,30,POINT(80.173091 13.101102)
1000,dark_alley,13.057278,80.301731,-20,POINT(80.301731 13.057278)
1001,hospital_clinic,12.979312,80.236255,50,POINT(80.236255 12.979312)
1002,street_light,13.000643,80.2686,20,POINT(80.2686 13.000643)
1003,dark_alley,13.052145,80.260718,-20,POINT(80.260718 13.052145)
1004,store_24h,13.020568,80.198904,30,POINT(80.198904 13.020568)
1005,street_light,12.944964,80.201056,20,POINT(80.201056 12.944964)
1006,transit_stop,13.043836,80.279381,10,POINT(80.279381 13.043836)
1007,hotspot,12.902157,80.262335,-60,POINT(80.262335 12.902157)
1008,hotspot,12.903663,80.304719,-60,POINT(80.304719 12.903663)
1009,transit_stop,12.985881,80.24695,10,POINT(80.24695 12.985881)
1010,theft_burglary,13.145668,80.291098,-40,POINT(80.291098 13.145668)
1011,dark_alley,13.09684,80.271695,-20,POINT(80.271695 13.09684)
1012,street_light,13.072136,80.189121,20,POINT(80.189121 13.072136)
1013,street_light,12.931934,80.274021,20,POINT(80.274021 12.931934)
1014,hospital_clinic,12.905921,80.280729,50,POINT(80.280729 12.905921)
1015,assault_robbery,13.135814,80.274198,-100,POINT(80.274198 13.135814)
1016,hospital_clinic,12.933301,80.204283,50,POINT(80.204283 12.933301)
1017,transit_stop,13.001771,80.286254,10,POINT(80.286254 13.001771)
1018,transit_stop,12.937564,80.265333,10,POINT(80.265333 12.937564)
1019,transit_stop,13.093291,80.246191,10,POINT(80.246191 13.093291)
1020,transit_stop,12.972266,80.202457,10,POINT(80.202457 12.972266)
1021,street_light,13.035735,80.242069,20,POINT(80.242069 13.035735)
1022,transit_stop,12.940169,80.302637,10,POINT(80.302637 12.940169)
1023,hotspot,12.942699,80.179743,-60,POINT(80.179743 12.942699)
1024,transit_stop,13.099498,80.294081,10,POINT(80.294081 13.099498)
1025,store_24h,12.958344,80.24319,30,POINT(80.24319 12.958344)
1026,assault_robbery,13.069699,80.309389,-100,POINT(80.309389 13.069699)
1027,theft_burglary,12.966078,80.264372,-40,POINT(80.264372 12.966078)
1028,police_station,12.916351,80.309307,100,POINT(80.309307 12.916351)
1029,transit_stop,13.081281,80.289895,10,POINT(80.289895 13.081281)
1030,street_light,12.933804,80.184263,20,POINT(80.184263 12.933804)
1031,hotspot,13.122937,80.22906,-60,POINT(80.22906 13.122937)
1032,street_light,13.009874,80.268531,20,POINT(80.268531 13.009874)
1033,police_station,13.129821,80.228679,100,POINT(80.228679 13.129821)
1034,street_light,12.921792,80.282311,20,POINT(80.282311 12.921792)
1035,transit_stop,13.126206,80.308528,10,POINT(80.308528 13.126206)
1036,store_24h,12.964263,80.287285,30,POINT(80.287285 12.964263)
1037,street_light,12.960861,80.218148,20,POINT(80.218148 12.960861)
1038,store_24h,12.969359,80.20287,30,POINT(80.20287 12.969359)
1039,transit_stop,12.953,80.187064,10,POINT(80.187064 12.953)
1040,hospital_clinic,13.02954,80.285137,50,POINT(80.285137 13.02954)
1041,assault_robbery,13.084324,80.272336,-100,POINT(80.272336 13.084324)
1042,dark_alley,13.014587,80.193734,-20,POINT(80.193734 13.014587)
1043,store_24h,13.141269,80.269961,30,POINT(80.269961 13.141269)
1044,transit_stop,12.932843,80.252162,10,POINT(80.252162 12.932843)
1045,transit_stop,13.016158,80.283799,10,POINT(80.283799 13.016158)
1046,transit_stop,13.100573,80.294996,10,POINT(80.294996 13.100573)
1047,store_24h,13.087648,80.262347,30,POINT(80.262347 13.087648)
1048,assault_robbery,13.000964,80.172916,-100,POINT(80.172916 13.000964)
1049,transit_stop,13.045744,80.184978,10,POINT(80.184978 13.045744)
1050,transit_stop,12.940171,80.266953,10,POINT(80.266953 12.940171)
1051,police_station,12.908488,80.267011,100,POINT(80.267011 12.908488)
1052,hotspot,13.018307,80.259582,-60,POINT(80.259582 13.018307)
1053,hotspot,13.142712,80.194543,-60,POINT(80.194543 13.142712)
1054,police_station,13.140441,80.242802,100,POINT(80.242802 13.140441)
1055,assault_robbery,13.145996,80.260391,-100,POINT(80.260391 13.145996)
1056,street_light,13.141954,80.23117,20,POINT(80.23117 13.141954)
1057,store_24h,12.974387,80.247288,30,POINT(80.247288 12.974387)
1058,street_light,13.103341,80.294849,20,POINT(80.294849 13.103341)
1059,dark_alley,13.029136,80.264676,-20,POINT(80.264676 13.029136)
1060,theft_burglary,13.042214,80.221314,-40,POINT(80.221314 13.042214)
1061,theft_burglary,12.970102,80.186957,-40,POINT(80.186957 12.970102)
1062,transit_stop,13.048834,80.274095,10,POINT(80.274095 13.048834)
1063,assault_robbery,13.021843,80.216915,-100,POINT(80.216915 13.021843)
1064,street_light,12.97996,80.181472,20,POINT(80.181472 12.97996)
1065,street_light,13.101668,80.290105,20,POINT(80.290105 13.101668)
1066,theft_burglary,12.953374,80.282815,-40,POINT(80.282815 12.953374)
1067,police_station,12.956755,80.240317,100,POINT(80.240317 12.956755)
1068,assault_robbery,12.924343,80.229651,-100,POINT(80.229651 12.924343)
1069,theft_burglary,13.0337,80.292336,-40,POINT(80.292336 13.0337)
1070,transit_stop,13.1493,80.203211,10,POINT(80.203211 13.1493)
1071,store_24h,12.93562,80.221775,30,POINT(80.221775 12.93562)
1072,hospital_clinic,13.144936,80.275991,50,POINT(80.275991 13.144936)
1073,street_light,13.113665,80.247762,20,POINT(80.247762 13.113665)
1074,store_24h,13.116182,80.234598,30,POINT(80.234598 13.116182)
1075,hospital_clinic,13.080907,80.173576,50,POINT(80.173576 13.080907)
1076,street_light,13.132847,80.208544,20,POINT(80.208544 13.132847)
1077,dark_alley,13.129842,80.197518,-20,POINT(80.197518 13.129842)
1078,police_station,12.934014,80.245717,100,POINT(80.245717 12.934014)
1079,theft_burglary,13.013308,80.180004,-40,POINT(80.180004 13.013308)
1080,police_station,13.051039,80.303941,100,POINT(80.303941 13.051039)
1081,store_24h,13.053347,80.280501,30,POINT(80.280501 13.053347)
1082,transit_stop,13.119128,80.273174,10,POINT(80.273174 13.119128)
1083,street_light,13.008863,80.202577,20,POINT(80.202577 13.008863)
1084,transit_stop,12.947997,80.251972,10,POINT(80.251972 12.947997)
1085,street_light,12.902833,80.2623,20,POINT(80.2623 12.902833)
1086,transit_stop,13.13346,80.275525,10,POINT(80.275525 13.13346)
1087,transit_stop,13.066082,80.256899,10,POINT(80.256899 13.066082)
1088,hotspot,12.930344,80.214563,-60,POINT(80.214563 12.930344)
1089,store_24h,12.994706,80.276389,30,POINT(80.276389 12.994706)
1090,street_light,13.111957,80.257211,20,POINT(80.257211 13.111957)
1091,transit_stop,13.103775,80.271489,10,POINT(80.271489 13.103775)
1092,theft_burglary,12.960105,80.236688,-40,POINT(80.236688 12.960105)
1093,dark_alley,13.146058,80.170806,-20,POINT(80.170806 13.146058)
1094,hotspot,13.059719,80.240511,-60,POINT(80.240511 13.059719)
1095,street_light,12.986753,80.246075,20,POINT(80.246075 12.986753)
1096,transit_stop,12.973266,80.191159,10,POINT(80.191159 12.973266)
1097,street_light,12.967248,80.267218,20,POINT(80.267218 12.967248)
1098,hotspot,13.008623,80.225765,-60,POINT(80.225765 13.008623)
1099,store_24h,12.995423,80.292308,30,POINT(80.292308 12.995423)
1100,theft_burglary,13.097947,80.258143,-40,POINT(80.258143 13.097947)
1101,street_light,13.083059,80.238349,20,POINT(80.238349 13.083059)
1102,transit_stop,13.048756,80.249092,10,POINT(80.249092 13.048756)
1103,hospital_clinic,12.937784,80.210841,50,POINT(80.210841 12.937784)
1104,transit_stop,12.995004,80.234317,10,POINT(80.234317 12.995004)
1105,dark_alley,13.112446,80.267001,-20,POINT(80.267001 13.112446)
1106,hotspot,13.034137,80.190037,-60,POINT(80.190037 13.034137)
1107,dark_alley,13.02566,80.217025,-20,POINT(80.217025 13.02566)
1108,store_24h,12.931673,80.205845,30,POINT(80.205845 12.931673)
1109,street_light,13.130313,80.189128,20,POINT(80.189128 13.130313)
1110,transit_stop,12.984274,80.2192,10,POINT(80.2192 12.984274)
1111,street_light,12.977496,80.253172,20,POINT(80.253172 12.977496)
1112,theft_burglary,12.953278,80.258221,-40,POINT(80.258221 12.953278)
1113,street_light,12.953695,80.207221,20,POINT(80.207221 12.953695)
1114,hospital_clinic,13.143356,80.200755,50,POINT(80.200755 13.143356)
1115,transit_stop,13.119381,80.214334,10,POINT(80.214334 13.119381)
1116,street_light,13.038747,80.295275,20,POINT(80.295275 13.038747)
1117,transit_stop,13.129616,80.231917,10,POINT(80.231917 13.129616)
1118,street_light,13.015276,80.186997,20,POINT(80.186997 13.015276)
1119,street_light,13.02074,80.232232,20,POINT(80.232232 13.02074)
1120,assault_robbery,13.023779,80.269696,-100,POINT(80.269696 13.023779)
1121,theft_burglary,13.054519,80.278738,-40,POINT(80.278738 13.054519)
1122,transit_stop,13.038136,80.218618,10,POINT(80.218618 13.038136)
1123,police_station,13.040392,80.297324,100,POINT(80.297324 13.040392)
1124,dark_alley,13.063546,80.297958,-20,POINT(80.297958 13.063546)
1125,hotspot,12.978847,80.26779,-60,POINT(80.26779 12.978847)
1126,transit_stop,13.117592,80.189164,10,POINT(80.189164 13.117592)
1127,store_24h,13.088467,80.229187,30,POINT(80.229187 13.088467)
1128,hotspot,13.083862,80.276233,-60,POINT(80.276233 13.083862)
1129,transit_stop,13.018851,80.216334,10,POINT(80.216334 13.018851)
1130,assault_robbery,13.111358,80.226778,-100,POINT(80.226778 13.111358)
1131,street_light,13.144555,80.264634,20,POINT(80.264634 13.144555)
1132,store_24h,13.127213,80.221303,30,POINT(80.221303 13.127213)
1133,dark_alley,13.008971,80.193891,-20,POINT(80.193891 13.008971)
1134,store_24h,12.907151,80.306162,30,POINT(80.306162 12.907151)
1135,theft_burglary,12.979664,80.257763,-40,POINT(80.257763 12.979664)
1136,hotspot,12.980061,80.260858,-60,POINT(80.260858 12.980061)
1137,street_light,12.966411,80.224297,20,POINT(80.224297 12.966411)
1138,theft_burglary,13.060933,80.27485,-40,POINT(80.27485 13.060933)
1139,street_light,12.950651,80.187444,20,POINT(80.187444 12.950651)
1140,street_light,12.934418,80.247914,20,POINT(80.247914 12.934418)
1141,transit_stop,12.920778,80.198893,10,POINT(80.198893 12.920778)
1142,theft_burglary,12.951918,80.286743,-40,POINT(80.286743 12.951918)
1143,theft_burglary,13.039534,80.240411,-40,POINT(80.240411 13.039534)
1144,transit_stop,13.101381,80.260816,10,POINT(80.260816 13.101381)
1145,hotspot,13.044359,80.246199,-60,POINT(80.246199 13.044359)
1146,street_light,12.907767,80.173195,20,POINT(80.173195 12.907767)
1147,store_24h,12.956383,80.231806,30,POINT(80.231806 12.956383)
1148,street_light,13.097268,80.231814,20,POINT(80.231814 13.097268)
1149,street_light,12.953818,80.199418,20,POINT(80.199418 12.953818)
1150,transit_stop,12.97605,80.209554,10,POINT(80.209554 12.97605)
1151,assault_robbery,13.129117,80.208655,-100,POINT(80.208655 13.129117)
1152,transit_stop,13.040252,80.256179,10,POINT(80.256179 13.040252)
1153,street_light,13.100597,80.197241,20,POINT(80.197241 13.100597)
1154,street_light,13.043442,80.249355,20,POINT(80.249355 13.043442)
1155,store_24h,13.001995,80.272341,30,POINT(80.272341 13.001995)
1156,theft_burglary,13.082884,80.254176,-40,POINT(80.254176 13.082884)
1157,assault_robbery,13.028414,80.20667,-100,POINT(80.20667 13.028414)
1158,street_light,13.032856,80.282014,20,POINT(80.282014 13.032856)
1159,store_24h,13.148917,80.291454,30,POINT(80.291454 13.148917)
1160,hotspot,13.034221,80.179656,-60,POINT(80.179656 13.034221)
1161,transit_stop,13.009929,80.254215,10,POINT(80.254215 13.009929)
1162,store_24h,12.980042,80.188801,30,POINT(80.188801 12.980042)
1163,hotspot,12.971431,80.259266,-60,POINT(80.259266 12.971431)
1164,hotspot,13.055598,80.197015,-60,POINT(80.197015 13.055598)
1165,store_24h,13.133178,80.28716,30,POINT(80.28716 13.133178)
1166,dark_alley,12.948268,80.22093,-20,POINT(80.22093 12.948268)
1167,assault_robbery,13.036222,80.200504,-100,POINT(80.200504 13.036222)
1168,assault_robbery,12.941338,80.180997,-100,POINT(80.180997 12.941338)
1169,store_24h,12.993828,80.197852,30,POINT(80.197852 12.993828)
1170,dark_alley,12.983573,80.181266,-20,POINT(80.181266 12.983573)
1171,hotspot,13.033991,80.259802,-60,POINT(80.259802 13.033991)
1172,theft_burglary,13.061531,80.305122,-40,POINT(80.305122 13.061531)
1173,transit_stop,13.05294,80.284908,10,POINT(80.284908 13.05294)
1174,transit_stop,12.951433,80.191732,10,POINT(80.191732 12.951433)
1175,street_light,13.145459,80.258719,20,POINT(80.258719 13.145459)
1176,street_light,12.916391,80.286078,20,POINT(80.286078 12.916391)
1177,street_light,13.090425,80.22615,20,POINT(80.22615 13.090425)
1178,theft_burglary,12.929878,80.267136,-40,POINT(80.267136 12.929878)
1179,dark_alley,12.953029,80.303741,-20,POINT(80.303741 12.953029)
1180,theft_burglary,13.140431,80.309103,-40,POINT(80.309103 13.140431)
1181,street_light,13.030893,80.190743,20,POINT(80.190743 13.030893)
1182,street_light,12.94361,80.240294,20,POINT(80.240294 12.94361)
1183,theft_burglary,13.120097,80.253846,-40,POINT(80.253846 13.120097)
1184,store_24h,12.937914,80.293246,30,POINT(80.293246 12.937914)
1185,assault_robbery,12.943695,80.184328,-100,POINT(80.184328 12.943695)
1186,theft_burglary,13.048225,80.30914,-40,POINT(80.30914 13.048225)
1187,street_light,13.129771,80.270774,20,POINT(80.270774 13.129771)
1188,street_light,12.945851,80.300817,20,POINT(80.300817 12.945851)
1189,street_light,13.034372,80.233496,20,POINT(80.233496 13.034372)
1190,transit_stop,13.14069,80.188637,10,POINT(80.188637 13.14069)
1191,dark_alley,12.943535,80.238493,-20,POINT(80.238493 12.943535)
1192,transit_stop,13.086475,80.304045,10,POINT(80.304045 13.086475)
1193,theft_burglary,12.91831,80.254333,-40,POINT(80.254333 12.91831)
1194,street_light,12.957911,80.173311,20,POINT(80.173311 12.957911)
1195,street_light,12.96469,80.198735,20,POINT(80.198735 12.96469)
1196,hotspot,13.091295,80.184803,-60,POINT(80.184803 13.091295)
1197,transit_stop,13.019749,80.194329,10,POINT(80.194329 13.019749)
1198,street_light,13.040755,80.295705,20,POINT(80.295705 13.040755)
1199,assault_robbery,12.992971,80.2245,-100,POINT(80.2245 12.992971)
1200,store_24h,13.145658,80.305445,30,POINT(80.305445 13.145658)
1201,dark_alley,13.026452,80.183116,-20,POINT(80.183116 13.026452)
1202,transit_stop,13.015026,80.297744,10,POINT(80.297744 13.015026)
